Provider,Data Center Name,Address
ScaleMatrix,San Diego Data Center US-West 01,"5775 Kearny Villa Road, San Diego, CA, USA"
DataVerge,Jersey City Data Center,"111 Town Square Place, Town Square Place, Jersey City, NJ, USA"
Dynamic Internet,SALEM-NH,"10 Delaware Drive, Salem, NH, USA"
Digital Realty,Northern Virginia IAD38 Data Center,"44100 Digital Loudoun Plaza bldg j, Ashburn, VA 20147, USA"
CenterServ,Tampa Data Center,"100 Ashley Drive South, Tampa, FL, USA"
Iron Mountain Data Centers,CHI-1 - Chicago Data Center,"1680 Touhy Avenue, Des Plaines, IL, USA"
Centrilogic,"Rochester, New York","28 Mansfield St, Rochester, NY 14606, USA"
Amazon AWS,2570 Beech Rd,"2570 Beech Rd NW, Johnstown, Ohio 43031, USA"
Windstream,"Sugar Land, TX Data Center","8306 Hwy 90 Alt, Sugar Land, TX 77478, USA"
Windstream,"Lenexa KS, Data Center","7945 Bond Street, Lenexa, KS, USA"
Lumen,Milwaukee 1 Data Center,"3235 Intertech Dr, Brookfield, WI, USA"
Lumen,Nashville 3 Data Center,"2208 9th Avenue North, Nashville, TN, USA"
Lumen,Minneapolis 4 Data Center,"5480 Feltl Rd, Minnetonka, MN 55343, EE. UU."
Aligned Data Centers,SLC-03 Data Center,"3333 West 9000 South, West Jordan, UT 84088, USA"
HopOne @CherryRoad,SEA2 Seattle Data Center,"3311 South 120th Place, Seattle, WA, USA"
MDC Data Centers,SDG1 San Diego Data Center,"7014 Manya Circle, San Diego, CA, USA"
Enzu,AUS2 Austin Data Center,"7401 E Ben White Blvd, Austin, TX, USA"
Enzu,DEN1 Englewood Data Center,"8636 S Peoria St, Englewood, CO, USA"
Frontline Data Services,Orangeburg NY Data Center,"100 Dutch Hill Rd, Orangeburg, NY 10962, USA"
CloudHQ,ORD Campus United States - Chicago,"1200 E Algonquin Rd, Des Plaines, Illinois 60016, USA"
Quest Technology Management,Quest Mount Prospect Data Center,"800 East Business Center Drive, Mount Prospect, IL 60056, USA"
Lumen,Tampa 2 Data Center,"5907 Hampton Oaks Parkway, Tampa, FL, USA"
COPT Defense Properties,"210 Research Boulevard, Aberdeen","210 Research Boulevard, Aberdeen, MD, USA"
EdgeConnex,TAL01 Tallahassee Data Center,"1531 Commonwealth Business Drive, Tallahassee, FL 32303, USA"
NETdepot,"NETdepot - Spring, TX","2626 Spring Cypress Road, Spring, TX 77388, USA"
Massive Networks,Englewood Data Center,"382 South Arthur Avenue, Louisville, CO, USA"
Cloudnium LLC,Port Edwards Data Center,"141 Market Avenue, Port Edwards, WI, USA"
EdgeConnex,SLC01 Salt Lake City Data Center,"2302 South Presidents Drive, West Valley City, UT, USA"
DP Facilities,"The Hannibal, Ohio Data Center Campus","43840 State Route 7, Hannibal, OH 43931, USA"
Amazon AWS,2560 Beech Rd,"2560 Beech Rd NW, Johnstown, Ohio 43031, USA"
Lumen,Tampa 3 Data Center,"1700 North 25th Street, Tampa, FL, USA"
Colospace,Waltham Data Center,"265 Winter St, Waltham, MA, USA"
Windstream,"Jacksonville, FL Data Center","421 East Church Street, Jacksonville, FL 32202, USA"
CBTS LLC,Cincinnati Data Center,"1 Main St, Cincinnati, Ohio 45202, USA"
Lumen,Newark (DE) 1 Data Center,"442 Interchange Boulevard, Newark, Delaware, EE. UU."
DataBank,DataBank ATL5 Data Center,"4764 Bakers Ferry Road Southwest, Atlanta, GA 30336, EE. UU."
Crown Castle,Jacksonville Data Center,"421 W Church Street West suite 403, Jacksonville, FL 32202, EE. UU."
"Consolidated Communications Holdings, Inc.",Manchester Data Center,"770 Elm Street, Manchester, New Hampshire, EE. UU."
Hostirian,11756 Borman Dr Data Center,"11756 Borman Drive, St. Louis, MO, United States"
Zenlayer,"IAD6 Washington, D.C. Data Center","44780 Performance Cir, Ashburn, VA 20147, USA"
TurnKey Internet,Albany Data Center,"175 Old Loudon Rd, Latham, NY, USA"
Cogent Communications,Chicago 2 Data Center,"216 W Jackson Blvd, Chicago, IL, USA"
Crown Castle,Professional Park Boulevard Data Center,"20761 Professional Park Boulevard, Georgetown, DE 19947, EE. UU."
Aligned Data Centers,DFW-03 Data Center,"3801 Britton Rd, Mansfield, TX, USA"
Aligned Data Centers,IAD-03 Data Center,"22715 Relocation Dr, Sterling, VA 20166, USA"
MOD Mission Critical,PX1 - PhoenixNAP Phoenix Data Center PoP,"3402 East University Drive, Phoenix, AZ, USA"
Enzu,AUS1 Austin Data Center,"7620 Metro Center Dr, Austin, TX, USA"
Lunavi,Bellingham Data Center,"851 Coho Way, Bellingham, WA, USA"
CenterServ,Boston Data Center,"60 State Street, Boston, MA, USA"
Csquare,ORD1-B Chicago Data Center,"350 E Cermak Rd ste 410 4th floor, Chicago, IL 60616, USA"
CBTS LLC,Lombard Data Center II,"564 Winter Lane, Marion, Illinois, USA"
Lumen,Minneapolis 3 Data Center,"511 11th Ave S, Minneapolis, MN 55415, EE. UU."
Lumen,Madison Data Center,"612 West Main Street, Madison, WI 53703, EE. UU."
T Mobile,T-Mobile East Wenatchee,"4405 Grant Rd, East Wenatchee, WA 98802, EE. UU."
365 Data Centers,VA1 Herndon Data Center,"13873 Park Center Rd, Herndon, VA 20171, USA"
Hostirian,710 N Tucker Data Center,"710 North Tucker Boulevard, St. Louis, MO, United States"
Cologix,ASH1 Ashburn Data Center,"21745 Beaumeade Circle, Ashburn, VA, USA"
Roller Network,Reno Data Center,"3545 Airway Dr, Reno, NV 89511, USA"
Psychz Networks,Los Angeles Data Center,"700 Wilshire Boulevard, Los Angeles, CA, USA"
EdgePresence,Statesboro Edge Data Center,"695 Brannen St, Statesboro, GA 30458, USA"
CenterServ,Omaha Data Center,"1299 Farnam Street, Omaha, NE, USA"
FOGO Solutions,"Atlanta, GA","56 Marietta St NW, Atlanta, GA 30303, USA"
COPT Defense Properties,"15049 Conference Center Drive, Chantilly","15049 Conference Center Drive, Chantilly, Virginia 20151, USA"
COPT Defense Properties,"939 Elkridge Landing Road, Linthicum Heights","939 Elkridge Landing Road, Linthicum Heights, MD, USA"
Cogent Communications,Columbus 2 Data Center,"161 E Goodale St, Columbus, Ohio 43215, USA"
Lumen,Minneapolis 5 Data Center,"5500 Feltl Rd, Minnetonka, MN 55343, EE. UU."
Innova Solutions,Florida Data Center I,"5421 Beaumont Center Boulevard suite 685, Tampa, FL 33634, USA"
Lumen,Albany 1 Data Center,"316 North Pearl Street, Albany, NY, USA"
Lumen,Dallas 2 Data Center,"1950 Stemmons Freeway, Dallas, TX, USA"
HopOne @CherryRoad,DCA2 McLean Data Center,"8201 Greensboro Drive, Tysons, VA, USA"
Hurricane Electric,Fremont 1 Data Center,"760 Mission Ct, Fremont, CA, USA"
TPx Communications,Sacramento Data Center,"1099 15th Street, Sacramento, CA, USA"
C-Spire,Ridgelands Data Center,"1018 Highland Colony Parkway, Ridgeland, MS 39157, USA"
CloudHQ,SAT Campus United States,"15255 Lambda Dr, San Antonio, Texas 78245, USA"
Atlantic Metro Communications,IAD2 11513 Sunset Hills Road Data Center,"11513 Sunset Hills Road, Reston, VA, USA"
Cogent Communications,Phoenix 2 Data Center,"1530 E Roeser Rd, Phoenix, Arizona 85040, USA"
Lumen,New Orleans 1 Data Center,"639 Loyola Avenue, New Orleans, LA, USA"
Lumen,Minneapolis Data Center,"222 South 9th Street, Minneapolis, MN, EE. UU."
Lumen,Nashville 2 Data Center,"2530 Perimeter Place Drive, Nashville, TN, USA"
CoreSite,MI2 Miami Data Center,"2100 Northwest 84th Avenue, Doral, FL, USA"
EdgeConnex,JAX01 Jacksonville Data Center,"6602 Executive Park Court North, Jacksonville, FL, USA"
Digital Realty,Silicon Valley SJC31 Data Center,"2805 Lafayette Street, Santa Clara, CA, USA"
Logix,Houston Data Center - 2.0,"811 Louisiana St, Houston, Texas, USA"
Krypt,"Data Center Phoenix, AZ (PHX1)","2500 W Union Hills Dr, Phoenix, AZ 85027, USA"
Bell Canada,Bell Canada 130 East Randolph,"130 East Randolph Street, Chicago, IL 60601, EE. UU."
T Mobile,T-Mobile Manasquan,"600 Sea Girt Avenue, Sea Girt, NJ 08750, EE. UU."
Aligned Data Centers,PHX-04 Data Center,"2501 S Price Rd, Chandler, AZ 85286, USA"
China Telecom,LA4 Data Center,"445 North Douglas Street, El Segundo, CA 90245, USA"
NFINIT,Van Buren Data Center,"120 E Van Buren St, Phoenix, AZ, USA"
Vantage Data Centers,CA3 Santa Clara Data Center,"2590 Walsh Avenue, Santa Clara, CA 95051, USA"
ServerMania,Buffalo Data Center,"325 Delaware Ave #300, Buffalo, NY 14202, USA"
Csquare,SFO3-A Sunnyvale Data Center,"1400 Kifer Rd, Sunnyvale, CA 94086, USA"
COPT Defense Properties,6940 Columbia Gateway Drive,"6940 Columbia Gateway Drive, Columbia, MD, USA"
Cogent Communications,Springfield Data Center,"400 Taylor St, Springfield, Massachusetts 01105, USA"
DataBank,DataBank ATL6 Data Center,"4764 Bakers Ferry Rd SW, Atlanta, Georgia 30336, USA"
Lumen,Cincinnati 1 Data Center,"400 Pike Street, Cincinnati, OH, USA"
Lumen,Des Moines 1 Data Center,"4550 Carlisle Road, Pleasant Hill, IA, USA"
Crown Castle,Rockville Data Center,"100 Park Avenue, Rockville, MD 20850, EE. UU."
Aligned Data Centers,DFW-04 Data Center,"401 North Star Road, Plano, TX 75074, USA"
Zenlayer,IAD4 Washington DC Data Center,"12100 Sunrise Valley Dr, Reston, VA, USA"
Lumen,Tucson 1 Data Center,"135 North 6th Avenue, Tucson, AZ, USA"
MOD Mission Critical,TAM1 - Flexential Tampa North Data Center PoP,"8350 Park Edge Drive, Tampa, FL, USA"
Quest Technology Management,Quest Business Resumption Center,"4235 Forcum Ave, McClellan Park, CA, USA"
Equinix,SV11 Silicon Valley IBX Data Center,"5 Great Oaks Boulevard, San Jose, CA 95119, U.S."
China Telecom,Cyxtera LA1 Data Center,"200 N Nash St, El Segundo, CA 90245, USA"
CenterServ,Madison Data Center,"8383 Greenway Boulevard, Middleton, WI, USA"
CenterServ,Virginia Beach Data Center,"780 Lynnhaven Parkway, Virginia Beach, VA, USA"
Krypt,"Data Center Santa Ana, CA (SNA1)","1400 South Grand Avenue, Santa Ana, CA 92705, USA"
Data Journey,Houston Data Center,"552 Club Drive, Montgomery, TX, USA"
Csquare,LAX4-A Hawthorne Data Center,"2301 West 120th Street, Hawthorne, CA 90250, USA"
AT&T,San Diego SD01 Koll Data Center,"5732 Pacific Center Boulevard, San Diego, CA, USA"
COPT Defense Properties,"250 West Pratt Street, Baltimore","250 West Pratt Street, Baltimore, Maryland 21201, USA"
Windstream,"Columbus, OH Data Center","180 E Broad St, Columbus, Ohio 43215, USA"
Edged,EDGED DES MOINES DATA CENTER,"9100 Southeast Fourmile Drive, Ankeny, Iowa, EE. UU."
Prov.net/IronTrust Networks,Providence 1,"935 Westminster Street, Providence, RI, USA"
Equinix,SV15 Silicon Valley Data Center,"2970 Corvin Drive, Santa Clara, CA, USA"
NTT Global Data Centers,CA1 Sacramento Data Center,"1200 Striker Avenue, Sacramento, CA, USA"
Cogent Communications,Phoenix 1 Data Center,"3410 East University Drive, Phoenix, AZ, USA"
CenterServ,Chandler Data Center,"3100 West Ray Road, Chandler, AZ, USA"
Centrilogic,"Scottsdale, Arizona","9316 E Raintree Dr, Scottsdale, AZ 85260, USA"
Equinix,DC16 Ashburn Data Center,"44740 Performance Circle, Ashburn, Virginia 20147, USA"
Equinix,DC22 Ashburn Data Center,"22165 Beaumeade Circle, Ashburn, Virginia 20147, USA"
AT&T,San Jose SJC1 Silicon Valley Data Center,"400 Holger Way, San Jose, CA, USA"
Lumen,Harlingen 1 Data Center,"514 East Monroe Avenue, Harlingen, TX, USA"
Windstream,"Portland, OR Data Center","707 SW Washington St, Portland, Oregon 97205, USA"
Lumen,Columbia 1 Data Center,"3201 Falling Leaf Court, Columbia, MO, USA"
MOD Mission Critical,AT2 - Flexential Alpharetta Data Center PoP,"12655 Edison Drive, Alpharetta, GA, USA"
China Telecom,LA3 Data Center,"1920 East Maple Avenue, El Segundo, CA 90245, USA"
Zenlayer,SJC1 San Jose Data Center,"9 Great Oaks Blvd, San Jose, CA, USA"
Claranet,San Francisco Data Center,"555 California Street suite 4925, San Francisco, CA 94104, USA"
Acronis,Dalla Data Center,"1950 N Stemmons Fwy, Dallas, TX 75207, USA"
Lumos Networks,500 Summers St Data Center,"500 Summers Street, Charleston, WV, USA"
Stack Infrastructure,CHI01B Chicago Data Center,"1301 Touhy Ave, Elk Grove Village, Illinois 60007, USA"
Cogent Communications,Tacoma Data Center,"2210 South 35th Street, Tacoma, WA, USA"
Lumen,Worcester 1 Data Center,"504 Interchange Blvd, Newark, DE, USA"
Fifteenfortyseven critical systems realty,"Chester County, PA Data Center","1547 County Street, Mansfield Center, Mansfield, Massachusetts, EE. UU."
Firstlight Fiber,Bangor Data Center,"60 Summer Street, Bangor, Maine 04401, EE. UU."
Cologix,NNJ2 New Jersey Data Center,"9 Wing Drive, Cedar Knolls, NJ, USA"
Lumen,Louisville 3 Data Center,"332 West Broadway, Louisville, KY, USA"
TierPoint,Sioux Falls - East Data Center,"700 East 54th Street North, Sioux Falls, SD, USA"
Zenlayer,LAX2 Los Angeles Data Center,"900 Alameda Street, Los Angeles, CA, USA"
Binary Net,Lincoln Data Center,"134 South 13th Street, Lincoln, NE, USA"
CenterServ,Louisville Data Center,"312 South 4th Street, Louisville, KY, USA"
Digital Realty,Los Angeles BUR10 Data Center,"3015 Winona Avenue, Burbank, CA, USA"
Lumen,Albany 4 Data Center,"10 Airline Drive, Albany, NY, USA"
Lumen,Ogden 1 Data Center,"526 West 17th Street, Ogden, UT, USA"
COPT Defense Properties,7000 Columbia Gateway Drive,"7000 Columbia Gateway Drive, Columbia, Maryland 21046, USA"
Comarch ICT,Comarch Mesa,"3223 S Ellsworth Rd, Mesa, Arizona 85212, USA"
Zenlayer,LAX7 Los Angeles Data Center,"600 West 7th Street, Los Angeles, CA 90017, USA"
Xyvest,611 Wilshire Blvd Data Center,"611 Wilshire Boulevard, Los Angeles, CA, USA"
H5 Data Centers,New York Data Center,"325 Hudson Street, New York, NY, USA"
First National Technology Solutions (FNTS),Chicago Data Center,"4513 Western Ave 1st floor, Lisle, IL, USA"
HorizonIQ,Silicon Valley 3 Data Center,"11 Great Oaks Blvd, San Jose, CA, USA"
Opti9 Technologies,New York Data Center,"501 Franklin Avenue suite 200, Garden City, NY 11530, USA"
Colospace,Rockland Data Center,"1050 Hingham Street, Rockland, MA, USA"
Windstream,"Phoenix, AZ Data Center","1710 E Grant St, Phoenix, AZ 85034, USA"
CBTS LLC,Hamilton Data Center,"123 Pine St, Hamilton, Ohio 45011, USA"
NTT Global Data Centers,Hillsboro HI1 Data Center,"4050 NE Evergreen Rd, Hillsboro, Oregón, EE. UU."
"Voonami, LLC",SLC1 510 Technology Ave Data Center,"510 Technology Ave, Orem, UT, USA"
Hivelocity,LA2 Los Angeles Data Center,"600 West 7th Street suite 510, Los Angeles, CA, USA"
QTS Data Centers,New Albany 2 Data Center,"785 Beech Road Southwest, New Albany, OH, USA"
COPT Defense Properties,"6750 Alexander Bell Drive, Columbia","6750 Alexander Bell Drive, Columbia, MD, USA"
Lumen,Newark 2 Data Center,"1085 Raymond Boulevard, Newark, NJ, USA"
Innova Solutions,Minnesota Data Center I,"421 1st Avenue Southwest, Rochester, MN 55902, USA"
vaultas,Wisconsin Data Center,"3135 W Highland Blvd, Milwaukee, WI 53208, United States"
Zenlayer,IAD3 Washington DC Data Center,"12098 Sunrise Valley Dr, Reston, VA 20191, USA"
EdgeConnex,MIA01 Miami Data Center,"2132 Northwest 114th Avenue, Miami, FL 33172, USA"
EdgeConnex,SEA01 Seattle Data Center,"3425 South 116th Street building 6 suite 133, Seattle, WA 98168, USA"
CenterServ,Atlanta Data Center,"260 Peachtree Street Northwest, Atlanta, GA, USA"
Csquare,ORD1-D Chicago Data Center,"350 E Cermak Rd, Chicago, IL 60616, USA"
Lumos Networks,800 Main St Data Center,"800 Main St, Lynchburg, VA, USA"
Crown Castle,Crown Castle Springfield (MA1),"1 Federal St, Springfield, Massachusetts 01105, USA"
Stream Data Centers,Minneapolis I Data Center,"1708 West Creek Lane, Chaska, Minnesota 55318, EE. UU."
menlo digital,Tennessee Data Center,"425 Duke Street, Nashville, TN, EE. UU."
Lumen,Bellevue 1 Data Center,"1514 Chandler Road, Bellevue, NE, USA"
CyberNest,CyberNest NYC,"5851 West Side Ave, North Bergen, NJ 07047, USA"
Innova Solutions,North Carolina Data Center,"129 W Trade St suite 1225, Charlotte, NC 28202, USA"
Fifteenfortyseven critical systems realty,Milwaukee WI | MIWI1 Data center,"324 East Wisconsin Avenue, Milwaukee, Wisconsin, EE. UU."
Sabey Data Centers,SDC Manhattan Data Center,"375 Pearl Street, Pearl Street, New York, NY 10038, USA"
MOD Mission Critical,MIS1 - VisionNet-MSO Missoula Data Center PoP,"110 East Broadway Street, Missoula, MT, USA"
CyrusOne,NVA4 Northern Virginia Sterling Data Center,"22811 International Drive, Sterling, VA, USA"
Hivelocity,JFK1 Newark NJ,"165 Halsey Street floor 9 suite 9053, Newark, NJ, USA"
Lumen,Greensboro 2 Data Center,"496 Gallimore Dairy Rd, Greensboro, NC, USA"
Atlantic Metro Communications,EWR7 365 South Randolphville Road Data Center,"365 South Randolphville Road, Piscataway Township, NJ, USA"
Stream Data Centers,Santa Clara V Data Center,"39800 Eureka Dr, Newark, California 94560, EE. UU."
TATA Communications,Matawan Data Center,"90 Matawan Road, Matawan, NJ, USA"
Firstlight Fiber,Portsmouth Data Center,"359 Corporate Drive, Portsmouth, New Hampshire, EE. UU."
MOD Mission Critical,MI1 - MI1 Data Center PoP,"50 NE 9th St, Miami, FL, USA"
Lumen,Louisville 1 Data Center,"848 South 8th Street, Louisville, KY, USA"
MDC Data Centers,ELP1 El Paso Data Center,"11455 Cedar Oak Dr, El Paso, TX 79936, USA"
Cogent Communications,San Diego B Street Data center,"525 B Street, San Diego, CA, USA"
Digital Realty,Silicon Valley SJC29 Data Center,"1725 Comstock Street, Santa Clara, CA, USA"
Hivelocity,SEA1 Seattle Data Center,"20001 6th Ave, Seattle, WA, USA"
Lumen,Rochester 2 Data Center,"1 West Main Street, Rochester, NY, USA"
EXA Infrastructure,EXA Infrastructure Lynn CLS Data Center,"91 Commercial St, Lynn, MA 01905, USA"
Firstlight Fiber,Keene Data Center,"310 Marlboro Street, Keene, New Hampshire, EE. UU."
EdgeConnex,NOR01 Norfolk Data Center,"3800 Village Ave suite c, Norfolk, Virginia 23502, USA"
Cogent Communications,San Diego Town Center Data Center,"9530 Towne Centre Drive, San Diego, CA, USA"
Digital Realty,Los Angeles LAX12 Data Center,"2260 E El Segundo Blvd, El Segundo, CA, USA"
C-Spire,MegaGate Data Center,"4200 Mamie Street, Hattiesburg, MS, USA"
DataBank,DataBank IAD5 Data Center,"14601 Germanna Hwy, Culpeper, VA 22701, USA"
Logix,Houston Data Center - 1.0,"1510 Primewest Parkway, Katy, Texas, USA"
Krypt,"Data Center Honolulu, HI (HNL1)","3375 Koapaka Street, Honolulu, Hawaii 96819, USA"
Lumen,Lubbock 1 Data Center,"1502 Avenue North, Lubbock, TX, USA"
LightEdge,Ashburn Data Center,"21721 Filigree Ct building 5 suite 500, Ashburn, Virginia 20147, USA"
DataBank,334 Gest St Data Center,"334 Gest St, Cincinnati, Ohio 45203, USA"
Lumen,Fort Worth 2 Data Center,"1101 East 9th Street, Fort Worth, TX, USA"
Innova Solutions,Austin Data Center,"12357a Riata Trace Parkway building 5, Austin, TX, USA"
NTT Global Data Centers,Phoenix PH4 Data Center,"10256 East Elliot Road bldg 4, Mesa, AZ 85212, EE. UU."
Digital Realty,Dallas DFW29 Data Center,"950 East Collins Boulevard, Richardson, TX, USA"
Digital Realty,Northern Virginia IAD35 Data Center,"43940 Digital Loudoun Plaza bldg g, Ashburn, VA 20147, USA"
CyberNest,CyberNest VA,"11660 Hayden Rd, Manassas, VA 20109, USA"
IBM Cloud,"DAL04 Dallas, TX","400 South Akard Street, Dallas, Texas 75202, USA"
Synoptek,Boise Data Center,"412 E Parkcenter Blvd #300, Boise, ID 83706, USA"
Quest Technology Management,Quest Las Vegas Data Center,"3330 E Lone Mountain Rd, North Las Vegas, NV 89081, USA"
SD Data Center,"Melbourne, FL","8635 Holiday Springs Road, Melbourne, FL 32940, USA"
Lumos Networks,77 Highland Ave Data Center,"77 Highland Ave, Washington, PA, USA"
Cogent Communications,Burbank Data Center,"100 S Flower St, Burbank, California 91502, USA"
Ntirety,Dallas Data Center,"1807 Ross Avenue, Dallas, TX, USA"
HostDime,Los Angeles Data Center,"600 W 7th St, Los Angeles, CA 90017, USA"
Lumen,Louisville 2 Data Center,"715 S 7th St, Louisville, KY, USA"
Enzu,ATL2 Norcross Data Center,"2775 Northwoods Parkway, Norcross, GA, USA"
